SALESORDERID,SALESORDERITEM,PRODUCTID,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,QUANTITY,DELIVERYDATE
500006772,10,HT-1030,821,690,131,I,3,2015-04-27
500006773,10,HT-7020,5319,4470,849,I,3,2015-04-27
500006773,20,HT-1042,1245,1047,198,I,3,2015-04-27
500006773,30,HT-1023,2275,1912,363,I,8,2015-04-27
500006773,40,HT-6111,1713,1440,273,I,5,2015-04-27
500006774,10,HT-6122,993,835,158,I,5,2015-04-27
500006774,20,HT-1138,5764,4844,920,I,4,2015-04-27
500006774,30,HT-1080,303,255,48,I,5,2015-04-27
500006775,10,HT-1061,41,35,6,I,5,2015-04-27
500006775,20,HT-1003,1963,1650,313,I,1,2015-04-27
500006776,10,HT-1031,1695,1425,270,I,5,2015-04-27
500006777,10,HT-1111,15,13,2,I,2,2015-04-27
500006778,10,HT-1067,8,7,1,I,2,2015-04-27
500006778,20,HT-6120,214,180,34,I,4,2015-04-27
500006779,10,HT-1115,199,168,31,I,4,2015-04-27
500006779,20,HT-1031,1356,1140,216,I,4,2015-04-27
500006780,10,HT-1105,276,232,44,I,8,2015-04-27
500006780,20,HT-1095,1332,1120,212,I,7,2015-04-27
500006780,30,HT-1113,7,6,1,I,3,2015-04-27
500006780,40,HT-1115,149,126,23,I,3,2015-04-27
500006781,10,HT-1501,35700,30000,5700,I,2,2015-04-27
500006781,20,HT-1070,83,70,13,I,1,2015-04-27
500006781,30,HT-2001,534,449,85,I,1,2015-04-27
500006782,10,HT-6102,9521,8001,1520,I,9,2015-04-27
500006782,20,HT-1061,33,28,5,I,4,2015-04-27
500006782,30,HT-1085,16054,13491,2563,I,9,2015-04-27
500006783,10,HT-8000,4754,3995,759,I,5,2015-04-27
500006783,20,HT-1210,17128,14394,2734,I,6,2015-04-27
500006783,30,HT-1600,714,600,114,I,1,2015-04-27
500006784,10,HT-1071,679,571,108,I,7,2015-04-27
500006784,20,HT-1095,380,320,60,I,2,2015-04-27
500006784,30,HT-6120,321,270,51,I,6,2015-04-27
500006785,10,HT-1103,366,308,58,I,4,2015-04-27
500006785,20,HT-6100,1116,938,178,I,2,2015-04-27
500006786,10,HT-1066,26,22,4,I,9,2015-04-27
500006786,20,HT-1107,141,119,22,I,4,2015-04-27
500006787,10,HT-1081,635,534,101,I,6,2015-04-27
500006787,20,HT-7020,7092,5960,1132,I,4,2015-04-27
500006787,30,HT-1116,171,144,27,I,4,2015-04-27
500006787,40,HT-8002,2853,2398,455,I,2,2015-04-27
500006788,10,HT-1092,107,90,17,I,2,2015-04-27
500006788,20,HT-1603,16184,13600,2584,I,8,2015-04-27
500006788,30,HT-8003,6606,5552,1054,I,4,2015-04-27
500006789,10,HT-1021,886,745,141,I,5,2015-04-27
500006789,20,HT-8003,8258,6940,1318,I,5,2015-04-27
500006789,30,HT-2001,2140,1799,341,I,4,2015-04-27
500006790,10,HT-1037,1701,1430,271,I,1,2015-04-27
500006791,10,HT-2001,2676,2249,427,I,5,2015-04-27
500006792,10,HT-1051,706,594,112,I,6,2015-04-27
500006792,20,HT-8001,2377,1998,379,I,2,2015-04-27
500006792,30,HT-1066,14,12,2,I,5,2015-04-27
500006792,40,HT-1010,16651,13993,2658,I,7,2015-04-27
500006793,10,HT-1000,10238,8604,1634,I,9,2015-04-27
500006793,20,HT-1137,10245,8610,1635,I,7,2015-04-27
500006793,30,HT-6130,12153,10213,1940,I,7,2015-04-27
500006794,10,HT-1052,1416,1190,226,I,7,2015-04-27
500006794,20,HT-1120,309,260,49,I,1,2015-04-27
500006794,30,HT-2025,480,404,76,I,9,2015-04-27
500006795,10,HT-1210,25693,21591,4102,I,9,2015-04-27
500006795,20,HT-1070,674,567,107,I,8,2015-04-27
500006795,30,HT-1603,8092,6800,1292,I,4,2015-04-27
500006796,10,HT-1097,66,56,10,I,1,2015-04-27
500006797,10,HT-1120,309,260,49,I,1,2015-04-27
500006798,10,HT-6110,1392,1170,222,I,9,2015-04-27
500006799,10,HT-1023,853,717,136,I,3,2015-04-27
500006799,20,HT-1056,424,357,67,I,3,2015-04-27
500006799,30,HT-2002,6096,5123,973,I,6,2015-04-27
500006799,40,HT-1064,152,128,24,I,8,2015-04-27
500006800,10,HT-1096,714,600,114,I,5,2015-04-27
500006800,20,HT-1116,85,72,13,I,2,2015-04-27
500006800,30,HT-1501,160650,135000,25650,I,9,2015-04-27
500006800,40,HT-8003,3303,2776,527,I,2,2015-04-27
500006801,10,HT-1010,21409,17991,3418,I,9,2015-04-27
500006802,10,HT-1071,485,408,77,I,5,2015-04-27
500006802,20,HT-1041,2332,1960,372,I,4,2015-04-27
500006802,30,HT-1081,741,623,118,I,7,2015-04-27
500006803,10,HT-6102,8463,7112,1351,I,8,2015-04-27
500006803,20,HT-1117,406,342,64,I,9,2015-04-27
500006804,10,HT-1002,7473,6280,1193,I,4,2015-04-27
500006804,20,HT-1119,376,316,60,I,4,2015-04-27
500006804,30,HT-1072,842,708,134,I,7,2015-04-27
500006805,10,HT-6121,74,63,11,I,1,2015-04-27
500006805,20,HT-6101,1616,1358,258,I,2,2015-04-27
500006805,30,HT-1068,8,7,1,I,2,2015-04-27
500006805,40,HT-1051,824,693,131,I,7,2015-04-27
500006806,10,HT-1107,70,59,11,I,2,2015-04-27
500006806,20,HT-1035,1899,1596,303,I,4,2015-04-27
500006807,10,HT-8002,9987,8393,1594,I,7,2015-04-27
500006808,10,HT-1062,13,11,2,I,1,2015-04-27
500006809,10,HT-1600,5712,4800,912,I,8,2015-04-27
500006809,20,HT-1137,10245,8610,1635,I,7,2015-04-27
500006809,30,HT-1113,10,9,1,I,4,2015-04-27
500006809,40,HT-1011,16414,13794,2620,I,6,2015-04-27
500006810,10,HT-1062,52,44,8,I,4,2015-04-27
500006810,20,HT-1072,480,404,76,I,4,2015-04-27
500006810,30,HT-1096,1142,960,182,I,8,2015-04-27
500006810,40,HT-1113,4,4,0,I,2,2015-04-27
500006811,10,HT-1065,154,130,24,I,5,2015-04-27
500006812,10,HT-7030,14815,12450,2365,I,5,2015-04-27
500006812,20,HT-1111,57,48,9,I,7,2015-04-27
500006812,30,HT-2002,5080,4269,811,I,5,2015-04-27
500006812,40,HT-1066,14,12,2,I,5,2015-04-27
500006813,10,HT-1090,92,78,14,I,2,2015-04-27
500006813,20,HT-6111,342,288,54,I,1,2015-04-27
500006814,10,HT-6130,5208,4377,831,I,3,2015-04-27
500006814,20,HT-1001,10404,8743,1661,I,7,2015-04-27
500006815,10,HT-1112,324,273,51,I,7,2015-04-27
500006815,20,HT-1056,566,476,90,I,4,2015-04-27
500006815,30,HT-1501,17850,15000,2850,I,1,2015-04-27
500006815,40,HT-2000,891,749,142,I,3,2015-04-27
500006816,10,HT-1023,568,478,90,I,2,2015-04-27
500006816,20,HT-6123,3202,2691,511,I,9,2015-04-27
500006816,30,HT-2002,4063,3415,648,I,4,2015-04-27
500006816,40,HT-6101,2424,2037,387,I,3,2015-04-27
500006817,10,HT-1600,2856,2400,456,I,4,2015-04-27
500006817,20,HT-1000,5688,4780,908,I,5,2015-04-27
500006817,30,HT-1021,531,447,84,I,3,2015-04-27
500006817,40,HT-2026,284,239,45,I,8,2015-04-27
500006818,10,HT-1091,61,52,9,I,2,2015-04-27
500006818,20,HT-1110,63,53,10,I,6,2015-04-27
500006818,30,HT-6100,2232,1876,356,I,4,2015-04-27
500006819,10,HT-6110,309,260,49,I,2,2015-04-27
500006819,20,HT-1092,321,270,51,I,6,2015-04-27
500006820,10,HT-1002,14946,12560,2386,I,8,2015-04-27
500006820,20,HT-6132,6418,5394,1024,I,6,2015-04-27
500006820,30,HT-1036,2558,2150,408,I,5,2015-04-27
500006821,10,HT-1050,1157,973,184,I,7,2015-04-27
500006821,20,HT-6120,321,270,51,I,6,2015-04-27
500006821,30,HT-1114,738,621,117,I,9,2015-04-27
500006822,10,HT-1105,207,174,33,I,6,2015-04-27
500006823,10,HT-6121,149,126,23,I,2,2015-04-27
500006823,20,HT-6111,1370,1152,218,I,4,2015-04-27
500006823,30,HT-1037,15315,12870,2445,I,9,2015-04-27
500006823,40,HT-6122,397,334,63,I,2,2015-04-27
500006824,10,HT-1095,380,320,60,I,2,2015-04-27
500006824,20,HT-1138,1441,1211,230,I,1,2015-04-27
500006824,30,HT-6131,11414,9592,1822,I,8,2015-04-27
500006825,10,HT-1066,26,22,4,I,9,2015-04-27
500006825,20,HT-1064,95,80,15,I,5,2015-04-27
500006825,30,HT-1118,658,553,105,I,7,2015-04-27
500006825,40,HT-1071,679,571,108,I,7,2015-04-27
500006826,10,HT-1001,2972,2498,474,I,2,2015-04-27
500006827,10,HT-1500,17850,15000,2850,I,3,2015-04-27
500006827,20,HT-1105,276,232,44,I,8,2015-04-27
500006827,30,HT-1600,2142,1800,342,I,3,2015-04-27
500006827,40,HT-6111,2399,2016,383,I,7,2015-04-27
500006828,10,HT-1110,41,35,6,I,4,2015-04-27
500006829,10,HT-1064,95,80,15,I,5,2015-04-27
500006829,20,HT-1105,276,232,44,I,8,2015-04-27
500006829,30,HT-1080,303,255,48,I,5,2015-04-27
500006829,40,HT-2001,4818,4049,769,I,9,2015-04-27
500006830,10,HT-2025,480,404,76,I,9,2015-04-27
500006830,20,HT-6121,524,441,83,I,7,2015-04-27
500006830,30,HT-1115,349,294,55,I,7,2015-04-27
500006831,10,HT-1080,364,306,58,I,6,2015-04-27
500006831,20,HT-1115,299,252,47,I,6,2015-04-27
500006831,30,HT-1601,3213,2700,513,I,3,2015-04-27
500006832,10,HT-1100,213,179,34,I,2,2015-04-27
500006832,20,HT-1114,738,621,117,I,9,2015-04-27
500006833,10,HT-1065,61,52,9,I,2,2015-04-27
500006834,10,HT-1068,36,31,5,I,9,2015-04-27
500006834,20,HT-1138,5764,4844,920,I,4,2015-04-27
500006834,30,HT-1501,35700,30000,5700,I,2,2015-04-27
500006835,10,HT-1101,474,399,75,I,5,2015-04-27
500006836,10,HT-1072,602,506,96,I,5,2015-04-27
500006836,20,HT-1051,824,693,131,I,7,2015-04-27
500006836,30,HT-1020,921,774,147,I,6,2015-04-27
500006836,40,HT-1210,19983,16793,3190,I,7,2015-04-27
500006837,10,HT-1092,428,360,68,I,8,2015-04-28
500006837,20,HT-1102,492,414,78,I,6,2015-04-28
500006837,30,HT-1107,141,119,22,I,4,2015-04-28
500006837,40,HT-1500,5950,5000,950,I,1,2015-04-28
500006838,10,HT-1063,16,14,2,I,1,2015-04-28
500006838,20,HT-1500,29750,25000,4750,I,5,2015-04-28
500006839,10,HT-1117,180,152,28,I,4,2015-04-28
500006839,20,HT-7000,5879,4941,938,I,9,2015-04-28
500006839,30,HT-8000,2852,2397,455,I,3,2015-04-28
500006839,40,HT-1138,4323,3633,690,I,3,2015-04-28
500006840,10,HT-1103,733,616,117,I,8,2015-04-28
500006841,10,HT-1036,2046,1720,326,I,4,2015-04-28
500006842,10,HT-1120,309,260,49,I,1,2015-04-29
500006842,20,HT-1041,4664,3920,744,I,8,2015-04-29
500006842,30,HT-1069,3808,3200,608,I,4,2015-04-29
500006843,10,HT-1103,549,462,87,I,6,2015-04-29
500006844,10,HT-1110,84,71,13,I,8,2015-04-29
500006844,20,HT-1103,824,693,131,I,9,2015-04-29
500006845,10,HT-1117,45,38,7,I,1,2015-04-29
500006845,20,HT-1116,171,144,27,I,4,2015-04-29
500006845,30,HT-1102,246,207,39,I,3,2015-04-29
500006845,40,HT-1112,324,273,51,I,7,2015-04-29
500006846,10,HT-1020,153,129,24,I,1,2015-04-29
500006847,10,HT-1105,276,232,44,I,8,2015-04-29
500006847,20,HT-6130,8681,7295,1386,I,5,2015-04-29
500006847,30,HT-1023,1706,1434,272,I,6,2015-04-29
500006847,40,HT-1036,4605,3870,735,I,9,2015-04-29
500006848,10,HT-1601,7497,6300,1197,I,7,2015-04-29
500006848,20,HT-1055,589,495,94,I,5,2015-04-29
500006848,30,HT-8003,13213,11104,2109,I,8,2015-04-29
500006849,10,HT-1063,133,112,21,I,8,2015-04-29
500006850,10,HT-8001,10699,8991,1708,I,9,2015-04-29
500006850,20,HT-8000,1901,1598,303,I,2,2015-04-29
500006850,30,HT-2025,105,89,16,I,2,2015-04-29
500006850,40,HT-1106,121,102,19,I,3,2015-04-29
500006851,10,HT-1056,1132,952,180,I,8,2015-04-29
500006852,10,HT-8001,9510,7992,1518,I,8,2015-04-29
500006852,20,HT-6130,3472,2918,554,I,2,2015-04-29
500006852,30,HT-1002,3736,3140,596,I,2,2015-04-29
500006853,10,HT-1117,135,114,21,I,3,2015-04-29
500006854,10,HT-1064,114,96,18,I,6,2015-04-29
500006854,20,HT-2001,534,449,85,I,1,2015-04-29
500006855,10,HT-1030,547,460,87,I,2,2015-04-29
500006855,20,HT-2002,6096,5123,973,I,6,2015-04-29
500006855,30,HT-1070,421,354,67,I,5,2015-04-29
500006856,10,HT-1118,658,553,105,I,7,2015-04-30
500006856,20,HT-2026,248,209,39,I,7,2015-04-30
500006856,30,HT-1096,714,600,114,I,5,2015-04-30
500006856,40,HT-1100,320,269,51,I,3,2015-04-30
500006857,10,HT-1096,1142,960,182,I,8,2015-04-30
500006858,10,HT-1068,24,21,3,I,6,2015-04-30
500006859,10,HT-1082,1206,1014,192,I,6,2015-04-30
500006859,20,HT-1052,1213,1020,193,I,6,2015-04-30
500006860,10,HT-6100,1116,938,178,I,2,2015-04-30
500006861,10,HT-1063,149,126,23,I,9,2015-04-30
500006862,10,HT-1114,492,414,78,I,6,2015-04-30
500006862,20,HT-8000,3803,3196,607,I,4,2015-04-30
500006862,30,HT-1092,53,45,8,I,1,2015-04-30
500006863,10,HT-7030,14815,12450,2365,I,5,2015-04-30
500006863,20,HT-2002,8128,6831,1297,I,8,2015-04-30
500006863,30,HT-1102,492,414,78,I,6,2015-04-30
500006863,40,HT-1096,1285,1080,205,I,9,2015-04-30
500006864,10,HT-2027,28,24,4,I,1,2015-04-30
500006864,20,HT-1061,33,28,5,I,4,2015-04-30
500006864,30,HT-1073,142,120,22,I,5,2015-04-30
500006864,40,HT-7000,3266,2745,521,I,5,2015-04-30
500006865,10,HT-6111,2741,2304,437,I,8,2015-04-30
500006865,20,HT-1036,3581,3010,571,I,7,2015-04-30
500006866,10,HT-1003,13744,11550,2194,I,7,2015-04-30
500006866,20,HT-2000,296,249,47,I,1,2015-04-30
500006866,30,HT-1011,21886,18392,3494,I,8,2015-04-30
500006867,10,HT-1003,17671,14850,2821,I,9,2015-04-30
500006868,10,HT-1060,96,81,15,I,9,2015-04-30
500006868,20,HT-1031,2374,1995,379,I,7,2015-04-30
500006868,30,HT-1030,1642,1380,262,I,6,2015-04-30
500006869,10,HT-1072,722,607,115,I,6,2015-04-30
500006869,20,HT-1065,216,182,34,I,7,2015-04-30
500006869,30,HT-1101,284,239,45,I,3,2015-04-30
500006870,10,HT-1030,1094,920,174,I,4,2015-04-30
500006870,20,HT-1007,593,499,94,I,1,2015-04-30
500006870,30,HT-1603,16184,13600,2584,I,8,2015-04-30
500006871,10,HT-1021,1063,894,169,I,6,2015-04-30
500006871,20,HT-1050,827,695,132,I,5,2015-04-30
500006872,10,HT-1001,5945,4996,949,I,4,2015-04-30
500006872,20,HT-2025,427,359,68,I,8,2015-04-30
500006873,10,HT-1600,1428,1200,228,I,2,2015-04-30
500006873,20,HT-1031,2713,2280,433,I,8,2015-04-30
500006874,10,HT-1023,1422,1195,227,I,5,2015-04-30
500006874,20,HT-1091,247,208,39,I,8,2015-04-30
500006874,30,HT-1010,4757,3998,759,I,2,2015-04-30
500006875,10,HT-2025,105,89,16,I,2,2015-04-30
500006876,10,HT-1091,185,156,29,I,6,2015-04-30
500006876,20,HT-1050,330,278,52,I,2,2015-04-30
500006876,30,HT-1023,1706,1434,272,I,6,2015-04-30
500006877,10,HT-1095,190,160,30,I,1,2015-04-30
500006877,20,HT-1102,656,552,104,I,8,2015-04-30
500006877,30,HT-1060,85,72,13,I,8,2015-04-30
500006877,40,HT-1050,165,139,26,I,1,2015-04-30
500006878,10,HT-1021,1418,1192,226,I,8,2015-04-30
500006878,20,HT-1603,4046,3400,646,I,2,2015-04-30
500006879,10,HT-1105,207,174,33,I,6,2015-04-30
500006880,10,HT-1101,94,79,15,I,1,2015-04-30
500006880,20,HT-1119,846,711,135,I,9,2015-04-30
500006881,10,HT-1107,141,119,22,I,4,2015-04-30
500006882,10,HT-1020,307,258,49,I,2,2015-04-30
500006883,10,HT-6121,599,504,95,I,8,2015-05-01
500006883,20,HT-1083,4331,3640,691,I,7,2015-05-01
500006884,10,HT-6121,599,504,95,I,8,2015-05-01
500006884,20,HT-1071,387,326,61,I,4,2015-05-01
500006884,30,HT-1115,399,336,63,I,8,2015-05-01
500006885,10,HT-1096,285,240,45,I,2,2015-05-01
500006885,20,HT-1070,252,212,40,I,3,2015-05-01
500006886,10,HT-7000,3919,3294,625,I,6,2015-05-01
500006887,10,HT-1040,8889,7470,1419,I,9,2015-05-01
500006888,10,HT-1082,1809,1521,288,I,9,2015-05-01
500006888,20,HT-1101,665,559,106,I,7,2015-05-01
500006888,30,HT-6130,5208,4377,831,I,3,2015-05-01
500006888,40,HT-1080,364,306,58,I,6,2015-05-01
500006889,10,HT-1113,23,20,3,I,9,2015-05-01
500006889,20,HT-1060,10,9,1,I,1,2015-05-01
500006889,30,HT-7020,7092,5960,1132,I,4,2015-05-01
500006889,40,HT-1055,942,792,150,I,8,2015-05-01
500006890,10,HT-6101,4848,4074,774,I,6,2015-05-01
500006890,20,HT-6110,1082,910,172,I,7,2015-05-01
500006890,30,HT-1116,214,180,34,I,5,2015-05-01
500006891,10,HT-7010,4754,3995,759,I,5,2015-05-01
500006892,10,HT-1069,3808,3200,608,I,4,2015-05-01
500006892,20,HT-6110,1392,1170,222,I,9,2015-05-01
500006892,30,HT-1115,399,336,63,I,8,2015-05-01
500006892,40,HT-1091,154,130,24,I,5,2015-05-01
500006893,10,HT-1022,2195,1845,350,I,9,2015-05-01
500006893,20,HT-1055,1060,891,169,I,9,2015-05-01
500006893,30,HT-1114,574,483,91,I,7,2015-05-01
500006894,10,HT-1501,53550,45000,8550,I,3,2015-05-01
500006894,20,HT-1100,641,539,102,I,6,2015-05-01
500006894,30,HT-6132,5349,4495,854,I,5,2015-05-01
500006894,40,HT-1011,24622,20691,3931,I,9,2015-05-01
500006895,10,HT-1011,13679,11495,2184,I,5,2015-05-01
500006896,10,HT-7020,10638,8940,1698,I,6,2015-05-01
500006896,20,HT-1061,49,42,7,I,6,2015-05-01
500006897,10,HT-1602,8568,7200,1368,I,6,2015-05-01
500006897,20,HT-1138,5764,4844,920,I,4,2015-05-01
500006897,30,HT-1022,243,205,38,I,1,2015-05-01
500006898,10,HT-1120,2475,2080,395,I,8,2015-05-01
500006898,20,HT-1500,53550,45000,8550,I,9,2015-05-01
500006898,30,HT-1063,66,56,10,I,4,2015-05-01
500006898,40,HT-1090,417,351,66,I,9,2015-05-01
500006899,10,HT-1105,103,87,16,I,3,2015-05-01
500006899,20,HT-1116,385,324,61,I,9,2015-05-01
500006899,30,HT-1113,23,20,3,I,9,2015-05-01
500006900,10,HT-1066,8,7,1,I,3,2015-05-01
500006901,10,HT-1111,7,6,1,I,1,2015-05-01
500006901,20,HT-2001,4818,4049,769,I,9,2015-05-01
500006901,30,HT-1097,399,336,63,I,6,2015-05-01
500006902,10,HT-1118,564,474,90,I,6,2015-05-01
500006902,20,HT-1138,12969,10899,2070,I,9,2015-05-01
500006903,10,HT-1112,232,195,37,I,5,2015-05-01
500006903,20,HT-1105,241,203,38,I,7,2015-05-01
500006903,30,HT-1062,78,66,12,I,6,2015-05-01
500006903,40,HT-1050,1323,1112,211,I,8,2015-05-01
500006904,10,HT-1007,4156,3493,663,I,7,2015-05-01
500006905,10,HT-1137,2927,2460,467,I,2,2015-05-01
500006905,20,HT-1107,284,239,45,I,8,2015-05-01
500006905,30,HT-1052,1011,850,161,I,5,2015-05-01
500006905,40,HT-7030,5926,4980,946,I,2,2015-05-01
500006906,10,HT-2025,159,134,25,I,3,2015-05-01
500006906,20,HT-1007,4750,3992,758,I,8,2015-05-01
500006907,10,HT-6110,464,390,74,I,3,2015-05-01
500006907,20,HT-1031,1017,855,162,I,3,2015-05-01
500006907,30,HT-1137,5854,4920,934,I,4,2015-05-01
500006907,40,HT-1032,410,345,65,I,1,2015-05-01
500006908,10,HT-1103,824,693,131,I,9,2015-05-01
500006908,20,HT-1060,42,36,6,I,4,2015-05-01
500006909,10,HT-1010,9515,7996,1519,I,4,2015-05-01
500006909,20,HT-1097,133,112,21,I,2,2015-05-01
500006909,30,HT-1107,70,59,11,I,2,2015-05-01
500006909,40,HT-1112,232,195,37,I,5,2015-05-01
500006910,10,HT-2000,2676,2249,427,I,9,2015-05-01
500006910,20,HT-1002,9341,7850,1491,I,5,2015-05-01
500006910,30,HT-1104,65,55,10,I,1,2015-05-01
500006911,10,HT-1073,28,24,4,I,1,2015-05-01
500006911,20,HT-7020,7092,5960,1132,I,4,2015-05-01
500006911,30,HT-1011,8207,6897,1310,I,3,2015-05-01
500006911,40,HT-1036,1023,860,163,I,2,2015-05-01
500006912,10,HT-6123,1779,1495,284,I,5,2015-05-01
500006912,20,HT-1001,1486,1249,237,I,1,2015-05-01
500006912,30,HT-1092,53,45,8,I,1,2015-05-01
500006913,10,HT-1601,1071,900,171,I,1,2015-05-01
500006914,10,HT-6111,2056,1728,328,I,6,2015-05-01
500006915,10,HT-1110,63,53,10,I,6,2015-05-01
500006915,20,HT-1105,103,87,16,I,3,2015-05-01
500006916,10,HT-1107,141,119,22,I,4,2015-05-01
500006916,20,HT-1002,16814,14130,2684,I,9,2015-05-01
500006917,10,HT-1022,243,205,38,I,1,2015-05-01
500006917,20,HT-1101,570,479,91,I,6,2015-05-01
500006918,10,HT-1066,8,7,1,I,3,2015-05-01
500006918,20,HT-1062,91,77,14,I,7,2015-05-01
500006918,30,HT-1073,257,216,41,I,9,2015-05-01
500006919,10,HT-1096,285,240,45,I,2,2015-05-01
500006919,20,HT-1092,321,270,51,I,6,2015-05-01
500006919,30,HT-1118,94,79,15,I,1,2015-05-01
500006920,10,HT-1118,752,632,120,I,8,2015-05-01
500006921,10,HT-1101,665,559,106,I,7,2015-05-01
500006922,10,HT-1041,583,490,93,I,1,2015-05-01
500006922,20,HT-1068,28,24,4,I,7,2015-05-01
500006922,30,HT-1001,7431,6245,1186,I,5,2015-05-01
500006922,40,HT-1065,278,234,44,I,9,2015-05-01
500006923,10,HT-6121,74,63,11,I,1,2015-05-01
500006923,20,HT-2002,4063,3415,648,I,4,2015-05-01
500006924,10,HT-1602,5712,4800,912,I,4,2015-05-01
500006925,10,HT-1085,5351,4497,854,I,3,2015-05-01
500006925,20,HT-1002,1868,1570,298,I,1,2015-05-01
500006926,10,HT-1055,942,792,150,I,8,2015-05-01
500006926,20,HT-1119,564,474,90,I,6,2015-05-01
500006926,30,HT-1117,316,266,50,I,7,2015-05-01
500006927,10,HT-1103,183,154,29,I,2,2015-05-01
500006927,20,HT-1010,9515,7996,1519,I,4,2015-05-01
500006928,10,HT-1083,1237,1040,197,I,2,2015-05-01
500006928,20,HT-1011,24622,20691,3931,I,9,2015-05-01
500006928,30,HT-2026,213,179,34,I,6,2015-05-01
500006928,40,HT-7020,5319,4470,849,I,3,2015-05-01
500006929,10,HT-1107,320,269,51,I,9,2015-05-01
500006929,20,HT-1116,85,72,13,I,2,2015-05-01
500006929,30,HT-1095,761,640,121,I,4,2015-05-01
500006929,40,HT-2026,105,89,16,I,3,2015-05-01
500006930,10,HT-1119,752,632,120,I,8,2015-05-01
500006930,20,HT-1067,16,14,2,I,4,2015-05-01
500006930,30,HT-8002,2853,2398,455,I,2,2015-05-01
500006931,10,HT-1035,1899,1596,303,I,4,2015-05-01
500006931,20,HT-1073,142,120,22,I,5,2015-05-01
500006931,30,HT-1137,11709,9840,1869,I,8,2015-05-01
500006932,10,HT-1055,824,693,131,I,7,2015-05-01
500006932,20,HT-1092,374,315,59,I,7,2015-05-01
500006932,30,HT-1102,164,138,26,I,2,2015-05-01
500006933,10,HT-1118,94,79,15,I,1,2015-05-01
500006933,20,HT-1601,3213,2700,513,I,3,2015-05-01
500006933,30,HT-1138,7205,6055,1150,I,5,2015-05-01
500006933,40,HT-1055,117,99,18,I,1,2015-05-01
500006934,10,HT-1037,3403,2860,543,I,2,2015-05-01
500006934,20,HT-1035,1899,1596,303,I,4,2015-05-01
500006935,10,HT-1114,164,138,26,I,2,2015-05-01
500006935,20,HT-1032,2873,2415,458,I,7,2015-05-01
500006936,10,HT-8000,7606,6392,1214,I,8,2015-05-01
500006936,20,HT-1118,94,79,15,I,1,2015-05-01
500006936,30,HT-1065,185,156,29,I,6,2015-05-01
500006937,10,HT-1073,171,144,27,I,6,2015-05-01
500006937,20,HT-1067,20,17,3,I,5,2015-05-01
500006937,30,HT-1138,1441,1211,230,I,1,2015-05-01
500006937,40,HT-1030,1642,1380,262,I,6,2015-05-01
500006938,10,HT-1010,11894,9995,1899,I,5,2015-05-01
500006938,20,HT-1107,213,179,34,I,6,2015-05-01
500006938,30,HT-1003,17671,14850,2821,I,9,2015-05-01
500006938,40,HT-1085,14270,11992,2278,I,8,2015-05-01
500006939,10,HT-1035,2848,2394,454,I,6,2015-05-01
500006939,20,HT-1120,618,520,98,I,2,2015-05-01
500006939,30,HT-1050,1488,1251,237,I,9,2015-05-01
500006939,40,HT-1060,96,81,15,I,9,2015-05-01
500006940,10,HT-1603,10115,8500,1615,I,5,2015-05-01
500006940,20,HT-7030,20741,17430,3311,I,7,2015-05-01
500006940,30,HT-1083,1237,1040,197,I,2,2015-05-01
500006941,10,HT-2025,213,179,34,I,4,2015-05-01
500006942,10,HT-6132,2139,1798,341,I,2,2015-05-01
500006943,10,HT-1050,1157,973,184,I,7,2015-05-01
500006943,20,HT-6131,8560,7194,1366,I,6,2015-05-01
500006944,10,HT-6120,428,360,68,I,8,2015-05-01
500006945,10,HT-1118,564,474,90,I,6,2015-05-01
500006945,20,HT-6131,4280,3597,683,I,3,2015-05-01
500006945,30,HT-1600,1428,1200,228,I,2,2015-05-01
500006946,10,HT-1052,1820,1530,290,I,9,2015-05-01
500006946,20,HT-1010,4757,3998,759,I,2,2015-05-01
500006946,30,HT-1091,123,104,19,I,4,2015-05-01
500006946,40,HT-1051,589,495,94,I,5,2015-05-01
500006947,10,HT-1117,316,266,50,I,7,2015-05-01
500006947,20,HT-7030,20741,17430,3311,I,7,2015-05-01
500006947,30,HT-1603,16184,13600,2584,I,8,2015-05-01
500006948,10,HT-1603,8092,6800,1292,I,4,2015-05-01
500006948,20,HT-6122,1192,1002,190,I,6,2015-05-01
500006949,10,HT-1085,5351,4497,854,I,3,2015-05-01
500006949,20,HT-6111,1028,864,164,I,3,2015-05-01
500006949,30,HT-1002,7473,6280,1193,I,4,2015-05-01
500006950,10,HT-1080,182,153,29,I,3,2015-05-01
500006951,10,HT-1031,1356,1140,216,I,4,2015-05-01
500006951,20,HT-1063,83,70,13,I,5,2015-05-01
500006952,10,HT-1091,185,156,29,I,6,2015-05-01
500006952,20,HT-1102,656,552,104,I,8,2015-05-01
500006952,30,HT-1001,13376,11241,2135,I,9,2015-05-01
500006952,40,HT-1115,49,42,7,I,1,2015-05-01
500006953,10,HT-2025,266,224,42,I,5,2015-05-01
500006954,10,HT-1085,10702,8994,1708,I,6,2015-05-01
500006954,20,HT-1062,39,33,6,I,3,2015-05-01
500006955,10,HT-1041,2332,1960,372,I,4,2015-05-01
500006955,20,HT-6102,7405,6223,1182,I,7,2015-05-01
500006956,10,HT-1082,201,169,32,I,1,2015-05-01
500006956,20,HT-1068,16,14,2,I,4,2015-05-01
500006956,30,HT-1060,96,81,15,I,9,2015-05-01
